Person,Year,Arena,Event,Name_ID,Participations Count,name,title_as_cop_participant,name_in_cop_partitipants_list,attended_cops_from_participants_list,country,filename,Words count,Key
Suman Jain,2013,IPCC,2013_IPCC,suman jain,1,Suman Jain,Ms.,Ms. Suman Jain,1,,,2,Suman Jain|2013|IPCC
Sumaya Ahmed Zakieldeen,2012,Adaption Committee,2012_Adaption Committee,sumaya ahmed zakieldeen,1,Sumaya Ahmed Zakieldeen,Ms.,Ms. Sumaya Ahmed Zakieldeen,9, LDCs  ,,3,Sumaya Ahmed Zakieldeen|2012|Adaption Committee
Sune Thorvildsen,2008,Cop Side Event,2008_Cop Side Event,sune thorvildsen,1,Sune Thorvildsen,Mr.,Mr. Sune Thorvildsen,2,,,2,Sune Thorvildsen|2008|Cop Side Event
Sung-hwan Son,2010,Officer of the COP,2010_Officer of the COP,sung-hwan son,2,Sung-Hwan Son,H.E. Mr.,H.E. Mr. Sung-Hwan Son,2,,,2,Sung-Hwan Son|2010|Officer of the COP
Sung-hwan Son,2011,Officer of the COP,2011_Officer of the COP,sung-hwan son,2,Sung-Hwan Son,H.E. Mr.,H.E. Mr. Sung-Hwan Son,2,,,2,Sung-Hwan Son|2011|Officer of the COP
Suphachol Suphachalasai,2011,Cop Side Event,2011_Cop Side Event,suphachol suphachalasai,1,Suphachol Suphachalasai,Mr.,Mr. Suphachol Suphachalasai,1,,,2,Suphachol Suphachalasai|2011|Cop Side Event
Surabi Menon,2007,IPCC,2007_IPCC,surabi menon,1,Surabi Menon,Ms.,Ms. Surabi Menon,1,,,2,Surabi Menon|2007|IPCC
Suruchi Bhadwal,2005,Cop Side Event,2005_Cop Side Event,suruchi bhadwal,4,Suruchi Bhadwal,Ms.,Ms. Suruchi Bhadwal,10,,,2,Suruchi Bhadwal|2005|Cop Side Event
Suruchi Bhadwal,2007,Cop Side Event,2007_Cop Side Event,suruchi bhadwal,4,Suruchi Bhadwal,Ms.,Ms. Suruchi Bhadwal,10,,,2,Suruchi Bhadwal|2007|Cop Side Event
Suruchi Bhadwal,2011,Cop Side Event,2011_Cop Side Event,suruchi bhadwal,4,Suruchi Bhadwal,Ms.,Ms. Suruchi Bhadwal,10,,,2,Suruchi Bhadwal|2011|Cop Side Event
Suruchi Bhadwal,2012,Cop Side Event,2012_Cop Side Event,suruchi bhadwal,4,Suruchi Bhadwal,Ms.,Ms. Suruchi Bhadwal,10,,,2,Suruchi Bhadwal|2012|Cop Side Event
Susan Allen-gil,2009,Cop Side Event,2009_Cop Side Event,susan allen-gil,1,Susan Allen-Gil,Ms.,Ms. Susan Allen-Gil,1,,,2,Susan Allen-Gil|2009|Cop Side Event
Susan Buzzelli,2010,Cop Side Event,2010_Cop Side Event,susan buzzelli,2,Susan Buzzelli,Ms.,Ms. Susan Buzzelli,1,,,2,Susan Buzzelli|2010|Cop Side Event
Susan Buzzelli,2011,Cop Side Event,2011_Cop Side Event,susan buzzelli,2,Susan Buzzelli,Ms.,Ms. Susan Buzzelli,1,,,2,Susan Buzzelli|2011|Cop Side Event
Susan Riley,2004,Cop Side Event,2004_Cop Side Event,susan riley,4,Susan Riley,Ms.,Ms. Susan Riley,2,,,2,Susan Riley|2004|Cop Side Event
Susan Riley,2008,Cop Side Event,2008_Cop Side Event,susan riley,4,Susan Riley,Ms.,Ms. Susan Riley,2,,,2,Susan Riley|2008|Cop Side Event
Susan Riley,2009,Cop Side Event,2009_Cop Side Event,susan riley,4,Susan Riley,Ms.,Ms. Susan Riley,2,,,2,Susan Riley|2009|Cop Side Event
Susan Riley,2011,Cop Side Event,2011_Cop Side Event,susan riley,4,Susan Riley,Ms.,Ms. Susan Riley,2,,,2,Susan Riley|2011|Cop Side Event
Susan Tambi Matambo,2012,Cop Side Event,2012_Cop Side Event,susan tambi matambo,1,Susan Tambi Matambo,Ms.,Ms. Susan Tambi Matambo,2,,,3,Susan Tambi Matambo|2012|Cop Side Event
Sushma Gera,2007,SBI,2007_SBI,sushma gera,1,Sushma Gera,Ms.,Ms. Sushma Gera,6,,FCCC-SBI-2007-34,2,Sushma Gera|2007|SBI
Suzanne Schenk,2012,Cop Side Event,2012_Cop Side Event,suzanne schenk,1,Suzanne Schenk,Ms.,Ms. Suzanne Schenk,1,,,2,Suzanne Schenk|2012|Cop Side Event
Suzanty Sitorus,2012,SBI,2012_SBI,suzanty sitorus,3,Suzanty Sitorus,Ms.,Ms. Suzanty Sitorus,4,,FCCC-SBI-2012-33,2,Suzanty Sitorus|2012|SBI
Suzanty Sitorus,2013,SBI,2013_SBI,suzanty sitorus,3,Suzanty Sitorus,Ms.,Ms. Suzanty Sitorus,4,,FCCC-SBI-2012-33,2,Suzanty Sitorus|2013|SBI
Svante Bodin,2011,Cop Side Event,2011_Cop Side Event,svante bodin,1,Svante Bodin,Mr.,Mr. Svante Bodin,4,,,2,Svante Bodin|2011|Cop Side Event
Sven Braden,2010,Cop Side Event,2010_Cop Side Event,sven braden,2,Sven Braden,Mr.,Mr. Sven Braden,5,,,2,Sven Braden|2010|Cop Side Event
Sven Braden,2012,Cop Side Event,2012_Cop Side Event,sven braden,2,Sven Braden,Mr.,Mr. Sven Braden,5,,,2,Sven Braden|2012|Cop Side Event
Svend Soeyland,2008,Cop Side Event,2008_Cop Side Event,svend soeyland,5,Svend Soeyland,Mr.,Mr. Svend Soeyland,1,,,2,Svend Soeyland|2008|Cop Side Event
Svend Soeyland,2009,Cop Side Event,2009_Cop Side Event,svend soeyland,5,Svend Soeyland,Mr.,Mr. Svend Soeyland,1,,,2,Svend Soeyland|2009|Cop Side Event
Svend Soeyland,2010,Cop Side Event,2010_Cop Side Event,svend soeyland,5,Svend Soeyland,Mr.,Mr. Svend Soeyland,1,,,2,Svend Soeyland|2010|Cop Side Event
Svend Soeyland,2011,Cop Side Event,2011_Cop Side Event,svend soeyland,5,Svend Soeyland,Mr.,Mr. Svend Soeyland,1,,,2,Svend Soeyland|2011|Cop Side Event
Svend Soeyland,2012,Cop Side Event,2012_Cop Side Event,svend soeyland,5,Svend Soeyland,Mr.,Mr. Svend Soeyland,1,,,2,Svend Soeyland|2012|Cop Side Event
Sven Harmeling,2012,Cop Side Event,2012_Cop Side Event,sven harmeling,1,Sven Harmeling,Mr.,Mr. Sven Harmeling,6,,,2,Sven Harmeling|2012|Cop Side Event
Sveva Sangalli,2012,Cop Side Event,2012_Cop Side Event,sveva sangalli,1,Sveva Sangalli,Ms.,Ms. Sveva Sangalli,1,,,2,Sveva Sangalli|2012|Cop Side Event
Syed Iqbal Hasnain,2009,Cop Side Event,2009_Cop Side Event,syed iqbal hasnain,1,Syed Iqbal Hasnain,Mr.,Mr. Syed Iqbal Hasnain,1,,,3,Syed Iqbal Hasnain|2009|Cop Side Event
Syed Mujtaba Hussain,2012,Cop Side Event,2012_Cop Side Event,syed mujtaba hussain,1,Syed Mujtaba Hussain,Mr.,Mr. Syed Mujtaba Hussain,2,,,3,Syed Mujtaba Hussain|2012|Cop Side Event
Sylvia Mcgill,2004,Officer of the COP,2004_Officer of the COP,sylvia mcgill,1,Sylvia McGill,Ms.,Ms. Sylvia McGill,3,,,2,Sylvia McGill|2004|Officer of the COP
Tahar Hadj-sadok,2003,SBI,2003_SBI,tahar hadj-sadok,1,Tahar Hadj-Sadok,Mr.,Mr. Tahar Hadj-Sadok,1,,FCCC-SBI-2003-08,2,Tahar Hadj-Sadok|2003|SBI
Taiki Kuroda,2003,Cop Side Event,2003_Cop Side Event,taiki kuroda,10,Taiki Kuroda,Mr.,Mr. Taiki Kuroda,9,,,2,Taiki Kuroda|2003|Cop Side Event
Taiki Kuroda,2004,Cop Side Event,2004_Cop Side Event,taiki kuroda,10,Taiki Kuroda,Mr.,Mr. Taiki Kuroda,9,,,2,Taiki Kuroda|2004|Cop Side Event
Taiki Kuroda,2005,Cop Side Event,2005_Cop Side Event,taiki kuroda,10,Taiki Kuroda,Mr.,Mr. Taiki Kuroda,9,,,2,Taiki Kuroda|2005|Cop Side Event
Taiki Kuroda,2006,Cop Side Event,2006_Cop Side Event,taiki kuroda,10,Taiki Kuroda,Mr.,Mr. Taiki Kuroda,9,,,2,Taiki Kuroda|2006|Cop Side Event
Taiki Kuroda,2007,Cop Side Event,2007_Cop Side Event,taiki kuroda,10,Taiki Kuroda,Mr.,Mr. Taiki Kuroda,9,,,2,Taiki Kuroda|2007|Cop Side Event
Taiki Kuroda,2008,Cop Side Event,2008_Cop Side Event,taiki kuroda,10,Taiki Kuroda,Mr.,Mr. Taiki Kuroda,9,,,2,Taiki Kuroda|2008|Cop Side Event
Taiki Kuroda,2009,Cop Side Event,2009_Cop Side Event,taiki kuroda,10,Taiki Kuroda,Mr.,Mr. Taiki Kuroda,9,,,2,Taiki Kuroda|2009|Cop Side Event
Taiki Kuroda,2010,Cop Side Event,2010_Cop Side Event,taiki kuroda,10,Taiki Kuroda,Mr.,Mr. Taiki Kuroda,9,,,2,Taiki Kuroda|2010|Cop Side Event
Taiki Kuroda,2011,Cop Side Event,2011_Cop Side Event,taiki kuroda,10,Taiki Kuroda,Mr.,Mr. Taiki Kuroda,9,,,2,Taiki Kuroda|2011|Cop Side Event
Taiki Kuroda,2012,Cop Side Event,2012_Cop Side Event,taiki kuroda,10,Taiki Kuroda,Mr.,Mr. Taiki Kuroda,9,,,2,Taiki Kuroda|2012|Cop Side Event
Taito Nakalevu,2005,SBSTA,2005_SBSTA,taito nakalevu,1,Taito NAKALEVU,Mr.,Mr. Taito NAKALEVU,4,,FCCC_SBSTA_2005_10,2,Taito NAKALEVU|2005|SBSTA
Takahiko Hiraishi,2010,SBI,2010_SBI,takahiko hiraishi,1,Takahiko Hiraishi,Mr.,Mr. Takahiko Hiraishi,6,,FCCC-SBI-2010-10,2,Takahiko Hiraishi|2010|SBI
Taka Hiraishi,2003,SBI,2003_SBI,taka hiraishi,13,Taka Hiraishi,Mr.,Mr. Taka Hiraishi,3,,FCCC_SBSTA_2004_13(2),2,Taka Hiraishi|2003|SBI
Taka Hiraishi,2003,SBSTA,2003_SBSTA,taka hiraishi,13,Taka Hiraishi,Mr.,Mr. Taka Hiraishi,3,,FCCC_SBSTA_2004_13(2),2,Taka Hiraishi|2003|SBSTA
Taka Hiraishi,2004,SBSTA,2004_SBSTA,taka hiraishi,13,Taka Hiraishi,Mr.,Mr. Taka Hiraishi,3,,FCCC_SBSTA_2004_13(2),2,Taka Hiraishi|2004|SBSTA
Taka Hiraishi,2005,Consultative group of experts,2005_Consultative group of experts,taka hiraishi,13,Taka Hiraishi,Mr.,Mr. Taka Hiraishi,3,,FCCC_SBSTA_2004_13(2),2,Taka Hiraishi|2005|Consultative group of experts
Taka Hiraishi,2005,SBI,2005_SBI,taka hiraishi,13,Taka Hiraishi,Mr.,Mr. Taka Hiraishi,3,,FCCC_SBSTA_2004_13(2),2,Taka Hiraishi|2005|SBI
Taka Hiraishi,2005,SBSTA,2005_SBSTA,taka hiraishi,13,Taka Hiraishi,Mr.,Mr. Taka Hiraishi,3,,FCCC_SBSTA_2004_13(2),2,Taka Hiraishi|2005|SBSTA
Taka Hiraishi,2006,Consultative group of experts,2006_Consultative group of experts,taka hiraishi,13,Taka Hiraishi,Mr.,Mr. Taka Hiraishi,3,,FCCC_SBSTA_2004_13(2),2,Taka Hiraishi|2006|Consultative group of experts
Taka Hiraishi,2006,SBI,2006_SBI,taka hiraishi,13,Taka Hiraishi,Mr.,Mr. Taka Hiraishi,3,,FCCC_SBSTA_2004_13(2),2,Taka Hiraishi|2006|SBI
Taka Hiraishi,2010,Consultative group of experts,2010_Consultative group of experts,taka hiraishi,13,Taka Hiraishi,Mr.,Mr. Taka Hiraishi,3,,FCCC_SBSTA_2004_13(2),2,Taka Hiraishi|2010|Consultative group of experts
Taka Hiraishi,2011,Consultative group of experts,2011_Consultative group of experts,taka hiraishi,13,Taka Hiraishi,Mr.,Mr. Taka Hiraishi,3,,FCCC_SBSTA_2004_13(2),2,Taka Hiraishi|2011|Consultative group of experts
Taka Hiraishi,2012,Consultative group of experts,2012_Consultative group of experts,taka hiraishi,13,Taka Hiraishi,Mr.,Mr. Taka Hiraishi,3,,FCCC_SBSTA_2004_13(2),2,Taka Hiraishi|2012|Consultative group of experts
Taka Hiraishi,2013,Consultative group of experts,2013_Consultative group of experts,taka hiraishi,13,Taka Hiraishi,Mr.,Mr. Taka Hiraishi,3,,FCCC_SBSTA_2004_13(2),2,Taka Hiraishi|2013|Consultative group of experts
Takahiro Hasegawa,2009,Cop Side Event,2009_Cop Side Event,takahiro hasegawa,1,Takahiro Hasegawa,Mr.,Mr. Takahiro Hasegawa,2,,,2,Takahiro Hasegawa|2009|Cop Side Event
Tamara Curll,2009,SBI,2009_SBI,tamara curll,2,Tamara Curll,Ms.,Ms. Tamara Curll,4,,FCCC-SBI-2010-10,2,Tamara Curll|2009|SBI
Tamara Curll,2010,SBI,2010_SBI,tamara curll,2,Tamara Curll,Ms.,Ms. Tamara Curll,4,,FCCC-SBI-2010-10,2,Tamara Curll|2010|SBI
Tamasin Ramsay,2012,Cop Side Event,2012_Cop Side Event,tamasin ramsay,1,Tamasin Ramsay,Ms.,Ms. Tamasin Ramsay,1,,,2,Tamasin Ramsay|2012|Cop Side Event
Tammy-jo Sutton,2007,Cop Side Event,2007_Cop Side Event,tammy-jo sutton,1,Tammy-Jo Sutton,Mr.,Mr. Tammy-Jo Sutton,1,,,2,Tammy-Jo Sutton|2007|Cop Side Event
Tamra Gilbertson,2007,Cop Side Event,2007_Cop Side Event,tamra gilbertson,1,Tamra Gilbertson,Ms.,Ms. Tamra Gilbertson,5,,,2,Tamra Gilbertson|2007|Cop Side Event
Tanay Sidki Uyar,2011,Cop Side Event,2011_Cop Side Event,tanay sidki uyar,1,Tanay Sidki Uyar,Mr.,Mr. Tanay Sidki Uyar,7,,,3,Tanay Sidki Uyar|2011|Cop Side Event
Tan Ke,2003,SBI,2003_SBI,tan ke,1,Tan Ke,Mr.,Mr. Tan Ke,1,,FCCC-SBI-2003-08,2,Tan Ke|2003|SBI
Tanya Petersen,2011,Cop Side Event,2011_Cop Side Event,tanya petersen,2,Tanya Petersen,Ms.,Ms. Tanya Petersen,2,,,2,Tanya Petersen|2011|Cop Side Event
Tanya Petersen,2012,Cop Side Event,2012_Cop Side Event,tanya petersen,2,Tanya Petersen,Ms.,Ms. Tanya Petersen,2,,,2,Tanya Petersen|2012|Cop Side Event
Tanzeed Alam,2012,Cop Side Event,2012_Cop Side Event,tanzeed alam,1,Tanzeed Alam,Mr.,Mr. Tanzeed Alam,1,,,2,Tanzeed Alam|2012|Cop Side Event
Tara Shine,2010,SBI,2010_SBI,tara shine,1,Tara Shine,Ms.,Ms. Tara Shine,5,,FCCC-SBI-2010-10,2,Tara Shine|2010|SBI
Tariq Banuri,2010,Cop Side Event,2010_Cop Side Event,tariq banuri,1,Tariq Banuri,Mr.,Mr. Tariq Banuri,5,,,2,Tariq Banuri|2010|Cop Side Event
Tasila Banda,2011,Cop Side Event,2011_Cop Side Event,tasila banda,1,Tasila Banda,Ms.,Ms. Tasila Banda,1,,,2,Tasila Banda|2011|Cop Side Event
Tata Mustasya,2007,Cop Side Event,2007_Cop Side Event,tata mustasya,1,Tata Mustasya,Mr.,Mr. Tata Mustasya,1,,,2,Tata Mustasya|2007|Cop Side Event
Tatyana Ososkova,2001,SBSTA,2001_SBSTA,tatyana ososkova,10,Tatyana OSOSKOVA,Ms.,Ms. Tatyana OSOSKOVA,4,,FCCC_SBSTA_2001_8,2,Tatyana OSOSKOVA|2001|SBSTA
Tatyana Ososkova,2002,SBSTA,2002_SBSTA,tatyana ososkova,10,Tatyana OSOSKOVA,Ms.,Ms. Tatyana OSOSKOVA,4,,FCCC_SBSTA_2001_8,2,Tatyana OSOSKOVA|2002|SBSTA
Tatyana Ososkova,2003,SBI,2003_SBI,tatyana ososkova,10,Tatyana OSOSKOVA,Ms.,Ms. Tatyana OSOSKOVA,4,,FCCC_SBSTA_2001_8,2,Tatyana OSOSKOVA|2003|SBI
Tatyana Ososkova,2003,SBSTA,2003_SBSTA,tatyana ososkova,10,Tatyana OSOSKOVA,Ms.,Ms. Tatyana OSOSKOVA,4,,FCCC_SBSTA_2001_8,2,Tatyana OSOSKOVA|2003|SBSTA
Tatyana Ososkova,2004,Consultative group of experts,2004_Consultative group of experts,tatyana ososkova,10,Tatyana OSOSKOVA,Ms.,Ms. Tatyana OSOSKOVA,4,,FCCC_SBSTA_2001_8,2,Tatyana OSOSKOVA|2004|Consultative group of experts
Tatyana Ososkova,2005,SBSTA,2005_SBSTA,tatyana ososkova,10,Tatyana OSOSKOVA,Ms.,Ms. Tatyana OSOSKOVA,4,,FCCC_SBSTA_2001_8,2,Tatyana OSOSKOVA|2005|SBSTA
Tatyana Ososkova,2008,Cop Side Event,2008_Cop Side Event,tatyana ososkova,10,Tatyana OSOSKOVA,Ms.,Ms. Tatyana OSOSKOVA,4,,FCCC_SBSTA_2001_8,2,Tatyana OSOSKOVA|2008|Cop Side Event
Teresa Anderson,2011,Cop Side Event,2011_Cop Side Event,teresa anderson,2,Teresa Anderson,Ms.,Ms. Teresa Anderson,6,,,2,Teresa Anderson|2011|Cop Side Event
Teresa Anderson,2012,Cop Side Event,2012_Cop Side Event,teresa anderson,2,Teresa Anderson,Ms.,Ms. Teresa Anderson,6,,,2,Teresa Anderson|2012|Cop Side Event
Teresa Corcoran,2011,Cop Side Event,2011_Cop Side Event,teresa corcoran,1,Teresa Corcoran,Ms.,Ms. Teresa Corcoran,1,,,2,Teresa Corcoran|2011|Cop Side Event
Teresa Fogelberg,2001,SBSTA,2001_SBSTA,teresa fogelberg,1,Teresa Fogelberg,Ms.,Ms. Teresa Fogelberg,1,,FCCC_SBSTA_2001_8,2,Teresa Fogelberg|2001|SBSTA
Terje Berntsen,2001,IPCC,2001_IPCC,terje berntsen,2,Terje Berntsen,Mr.,Mr. Terje Berntsen,2,,,2,Terje Berntsen|2001|IPCC
Terje Berntsen,2007,IPCC,2007_IPCC,terje berntsen,2,Terje Berntsen,Mr.,Mr. Terje Berntsen,2,,,2,Terje Berntsen|2007|IPCC
Terry Carrington,2002,SBSTA,2002_SBSTA,terry carrington,3,Terry Carrington,Mr.,Mr. Terry Carrington,6,,FCCC_SBSTA_2002_13,2,Terry Carrington|2002|SBSTA
Terry Carrington,2003,SBSTA,2003_SBSTA,terry carrington,3,Terry Carrington,Mr.,Mr. Terry Carrington,6,,FCCC_SBSTA_2002_13,2,Terry Carrington|2003|SBSTA
Terry Lake,2011,Cop Side Event,2011_Cop Side Event,terry lake,1,Terry Lake,Mr.,Mr. Terry Lake,1,,,2,Terry Lake|2011|Cop Side Event
Terry Mccallion,2009,Cop Side Event,2009_Cop Side Event,terry mccallion,1,Terry McCallion,Ms.,Ms. Terry McCallion,1,,,2,Terry McCallion|2009|Cop Side Event
Terry Townshend,2005,Cop Side Event,2005_Cop Side Event,terry townshend,1,Terry Townshend,Mr.,Mr. Terry Townshend,6,,,2,Terry Townshend|2005|Cop Side Event
Tessa Mildenhall,2011,Cop Side Event,2011_Cop Side Event,tessa mildenhall,1,Tessa Mildenhall,Ms.,Ms. Tessa Mildenhall,1,,,2,Tessa Mildenhall|2011|Cop Side Event
Tessa Paganini,2010,Cop Side Event,2010_Cop Side Event,tessa paganini,1,Tessa Paganini,Ms.,Ms. Tessa Paganini,1,,,2,Tessa Paganini|2010|Cop Side Event
Tetsuro Yoshida,2008,Cop Side Event,2008_Cop Side Event,tetsuro yoshida,1,Tetsuro Yoshida,Mr.,Mr. Tetsuro Yoshida,1,,,2,Tetsuro Yoshida|2008|Cop Side Event
Tewolde Berhan Gebre,2009,Cop Side Event,2009_Cop Side Event,tewolde berhan gebre,2,Tewolde Berhan Gebre,Mr.,Mr. Tewolde Berhan Gebre,2,,,3,Tewolde Berhan Gebre|2009|Cop Side Event
Tewolde Berhan Gebre,2012,Cop Side Event,2012_Cop Side Event,tewolde berhan gebre,2,Tewolde Berhan Gebre,Mr.,Mr. Tewolde Berhan Gebre,2,,,3,Tewolde Berhan Gebre|2012|Cop Side Event
Thais Megid,2010,Cop Side Event,2010_Cop Side Event,thais megid,1,Thais Megid,Ms.,Ms. Thais Megid,1,,,2,Thais Megid|2010|Cop Side Event
Thais Megid Pinto,2010,Cop Side Event,2010_Cop Side Event,thais megid pinto,1,Thais Megid Pinto,Ms.,Ms. Thais Megid Pinto,3,,,3,Thais Megid Pinto|2010|Cop Side Event
Thakur Prasad Sharma,2010,LEG,2010_LEG,thakur prasad sharma,1,Thakur Prasad Sharma,H.E. Mr.,H.E. Mr. Thakur Prasad Sharma,2,,FCCC_SBI_2010_26,3,Thakur Prasad Sharma|2010|LEG
Thani Al Zeyoudi,2009,Cop Side Event,2009_Cop Side Event,thani al zeyoudi,1,Thani Al Zeyoudi,Mr.,Mr. Thani Al Zeyoudi,3,,,3,Thani Al Zeyoudi|2009|Cop Side Event
Thecla Keizer,2012,Cop Side Event,2012_Cop Side Event,thecla keizer,1,Thecla Keizer,Ms.,Ms. Thecla Keizer,3,,,2,Thecla Keizer|2012|Cop Side Event
Thelma Krug,2002,SBSTA,2002_SBSTA,thelma krug,10,Thelma Krug,Ms.,Ms. Thelma Krug,11,,FCCC_SBSTA_2007_4,2,Thelma Krug|2002|SBSTA
Thelma Krug,2003,SBSTA,2003_SBSTA,thelma krug,10,Thelma Krug,Ms.,Ms. Thelma Krug,11,,FCCC_SBSTA_2007_4,2,Thelma Krug|2003|SBSTA
Thelma Krug,2004,SBSTA,2004_SBSTA,thelma krug,10,Thelma Krug,Ms.,Ms. Thelma Krug,11,,FCCC_SBSTA_2007_4,2,Thelma Krug|2004|SBSTA
Thelma Krug,2006,SBSTA,2006_SBSTA,thelma krug,10,Thelma Krug,Ms.,Ms. Thelma Krug,11,,FCCC_SBSTA_2007_4,2,Thelma Krug|2006|SBSTA
Thelma Krug,2007,Cop Side Event,2007_Cop Side Event,thelma krug,10,Thelma Krug,Ms.,Ms. Thelma Krug,11,,FCCC_SBSTA_2007_4,2,Thelma Krug|2007|Cop Side Event
Thelma Krug,2007,SBSTA,2007_SBSTA,thelma krug,10,Thelma Krug,Ms.,Ms. Thelma Krug,11,,FCCC_SBSTA_2007_4,2,Thelma Krug|2007|SBSTA
Thelma Krug,2013,SBI,2013_SBI,thelma krug,10,Thelma Krug,Ms.,Ms. Thelma Krug,11,,FCCC_SBSTA_2007_4,2,Thelma Krug|2013|SBI
Theresa Hedberg,2009,Cop Side Event,2009_Cop Side Event,theresa hedberg,1,Theresa Hedberg,Ms.,Ms. Theresa Hedberg,2,,,2,Theresa Hedberg|2009|Cop Side Event
Thinley Namgyel,2009,SBI,2009_SBI,thinley namgyel,7,Thinley Namgyel,Mr.,Mr. Thinley Namgyel,7,,FCCC-SBI-2009-15,2,Thinley Namgyel|2009|SBI
Thinley Namgyel,2011,LEG,2011_LEG,thinley namgyel,7,Thinley Namgyel,Mr.,Mr. Thinley Namgyel,7,,FCCC-SBI-2009-15,2,Thinley Namgyel|2011|LEG
Thinley Namgyel,2012,LEG,2012_LEG,thinley namgyel,7,Thinley Namgyel,Mr.,Mr. Thinley Namgyel,7,,FCCC-SBI-2009-15,2,Thinley Namgyel|2012|LEG
Thinley Namgyel,2013,LEG,2013_LEG,thinley namgyel,7,Thinley Namgyel,Mr.,Mr. Thinley Namgyel,7,,FCCC-SBI-2009-15,2,Thinley Namgyel|2013|LEG
Thomas Becker,2005,Officer of the COP,2005_Officer of the COP,thomas becker,11,Thomas Becker,Mr.,Mr. Thomas Becker,11,,FCCC-SBI-2006-11,2,Thomas Becker|2005|Officer of the COP
Thomas Becker,2005,SBI,2005_SBI,thomas becker,11,Thomas Becker,Mr.,Mr. Thomas Becker,11,,FCCC-SBI-2006-11,2,Thomas Becker|2005|SBI
Thomas Becker,2006,SBI,2006_SBI,thomas becker,11,Thomas Becker,Mr.,Mr. Thomas Becker,11,,FCCC-SBI-2006-11,2,Thomas Becker|2006|SBI
Thomas Becker,2008,Cop Side Event,2008_Cop Side Event,thomas becker,11,Thomas Becker,Mr.,Mr. Thomas Becker,11,,FCCC-SBI-2006-11,2,Thomas Becker|2008|Cop Side Event
Thomas Becker,2011,Cop Side Event,2011_Cop Side Event,thomas becker,11,Thomas Becker,Mr.,Mr. Thomas Becker,11,,FCCC-SBI-2006-11,2,Thomas Becker|2011|Cop Side Event
Thomas Brose,2007,Cop Side Event,2007_Cop Side Event,thomas brose,1,Thomas Brose,Mr.,Mr. Thomas Brose,4,,,2,Thomas Brose|2007|Cop Side Event
Thomas C. Heller,2011,Cop Side Event,2011_Cop Side Event,thomas c. heller,1,Thomas C. HELLER,Mr.,Mr. Thomas C. HELLER,2,,,3,Thomas C. HELLER|2011|Cop Side Event
Thomas Gross,2009,Cop Side Event,2009_Cop Side Event,thomas gross,1,Thomas Gross,Mr.,Mr. Thomas Gross,1,,,2,Thomas Gross|2009|Cop Side Event
Thomas Heller,2012,Cop Side Event,2012_Cop Side Event,thomas heller,1,Thomas Heller,Mr.,Mr. Thomas Heller,4,,,2,Thomas Heller|2012|Cop Side Event
Thomas Hirsch,2009,Cop Side Event,2009_Cop Side Event,thomas hirsch,3,Thomas Hirsch,Mr.,Mr. Thomas Hirsch,5,,,2,Thomas Hirsch|2009|Cop Side Event
Thomas Hirsch,2011,Cop Side Event,2011_Cop Side Event,thomas hirsch,3,Thomas Hirsch,Mr.,Mr. Thomas Hirsch,5,,,2,Thomas Hirsch|2011|Cop Side Event
Thomas Hirsch,2012,Cop Side Event,2012_Cop Side Event,thomas hirsch,3,Thomas Hirsch,Mr.,Mr. Thomas Hirsch,5,,,2,Thomas Hirsch|2012|Cop Side Event
Thomas Loster,2007,Cop Side Event,2007_Cop Side Event,thomas loster,2,Thomas Loster,Mr.,Mr. Thomas Loster,11,,,2,Thomas Loster|2007|Cop Side Event
Thomas Loster,2009,Cop Side Event,2009_Cop Side Event,thomas loster,2,Thomas Loster,Mr.,Mr. Thomas Loster,11,,,2,Thomas Loster|2009|Cop Side Event
Thomas Nocke,2012,Cop Side Event,2012_Cop Side Event,thomas nocke,1,Thomas Nocke,Mr.,Mr. Thomas Nocke,1,,,2,Thomas Nocke|2012|Cop Side Event
Thomas Peterson,2001,IPCC,2001_IPCC,thomas peterson,2,Thomas Peterson,Mr.,Mr. Thomas Peterson,4,,,2,Thomas Peterson|2001|IPCC
Thomas Peterson,2007,IPCC,2007_IPCC,thomas peterson,2,Thomas Peterson,Mr.,Mr. Thomas Peterson,4,,,2,Thomas Peterson|2007|IPCC
Thomas Rosswall,2007,Cop Side Event,2007_Cop Side Event,thomas rosswall,1,Thomas Rosswall,Mr.,Mr. Thomas Rosswall,1,,,2,Thomas Rosswall|2007|Cop Side Event
Thomas Sterner,2011,Cop Side Event,2011_Cop Side Event,thomas sterner,1,Thomas Sterner,Mr.,Mr. Thomas Sterner,1,,,2,Thomas Sterner|2011|Cop Side Event
Thomas Stocker,2012,Cop Side Event,2012_Cop Side Event,thomas stocker,1,Thomas Stocker,Mr.,Mr. Thomas Stocker,1,,,2,Thomas Stocker|2012|Cop Side Event
Thomas Tanner,2006,Cop Side Event,2006_Cop Side Event,thomas tanner,3,Thomas Tanner,Mr.,Mr. Thomas Tanner,6,,,2,Thomas Tanner|2006|Cop Side Event
Thomas Tanner,2007,Cop Side Event,2007_Cop Side Event,thomas tanner,3,Thomas Tanner,Mr.,Mr. Thomas Tanner,6,,,2,Thomas Tanner|2007|Cop Side Event
Thomas Tanner,2009,Cop Side Event,2009_Cop Side Event,thomas tanner,3,Thomas Tanner,Mr.,Mr. Thomas Tanner,6,,,2,Thomas Tanner|2009|Cop Side Event
