Person,Year,Arena,Event,Name_ID,Participations Count,name,title_as_cop_participant,name_in_cop_partitipants_list,attended_cops_from_participants_list,country,filename,Words count,Key
Bhola Bhattarai,2009,Cop Side Event,2009_Cop Side Event,bhola bhattarai,1,Bhola Bhattarai,Mr.,Mr. Bhola Bhattarai,2,,,2,Bhola Bhattarai|2009|Cop Side Event
Bianca Jagger,2007,Cop Side Event,2007_Cop Side Event,bianca jagger,2,Bianca Jagger,Ms.,Ms. Bianca Jagger,5,,,2,Bianca Jagger|2007|Cop Side Event
Bianca Jagger,2008,Cop Side Event,2008_Cop Side Event,bianca jagger,2,Bianca Jagger,Ms.,Ms. Bianca Jagger,5,,,2,Bianca Jagger|2008|Cop Side Event
Bianca Neagu,2011,Cop Side Event,2011_Cop Side Event,bianca neagu,2,Bianca Neagu,Ms.,Ms. Bianca Neagu,3,,,2,Bianca Neagu|2011|Cop Side Event
Bianca Neagu,2012,Cop Side Event,2012_Cop Side Event,bianca neagu,2,Bianca Neagu,Ms.,Ms. Bianca Neagu,3,,,2,Bianca Neagu|2012|Cop Side Event
Biliana Cicin-sain,2009,Cop Side Event,2009_Cop Side Event,biliana cicin-sain,3,Biliana Cicin-Sain,Ms.,Ms. Biliana Cicin-Sain,1,,,2,Biliana Cicin-Sain|2009|Cop Side Event
Biliana Cicin-sain,2010,Cop Side Event,2010_Cop Side Event,biliana cicin-sain,3,Biliana Cicin-Sain,Ms.,Ms. Biliana Cicin-Sain,1,,,2,Biliana Cicin-Sain|2010|Cop Side Event
Biliana Cicin-sain,2011,Cop Side Event,2011_Cop Side Event,biliana cicin-sain,3,Biliana Cicin-Sain,Ms.,Ms. Biliana Cicin-Sain,1,,,2,Biliana Cicin-Sain|2011|Cop Side Event
Bill Hare,2011,Cop Side Event,2011_Cop Side Event,bill hare,1,Bill HARE,Mr.,Mr. Bill HARE,4,,,2,Bill HARE|2011|Cop Side Event
Bill Irving,2007,Cop Side Event,2007_Cop Side Event,bill irving,1,Bill Irving,Mr.,Mr. Bill Irving,2,,,2,Bill Irving|2007|Cop Side Event
Bill Liao,2009,Cop Side Event,2009_Cop Side Event,bill liao,1,Bill Liao,Mr.,Mr. Bill Liao,1,,,2,Bill Liao|2009|Cop Side Event
Billy Leung,2012,Cop Side Event,2012_Cop Side Event,billy leung,1,Billy Leung,Mr.,Mr. Billy Leung,2,,,2,Billy Leung|2012|Cop Side Event
Bindu Lohani,2012,Cop Side Event,2012_Cop Side Event,bindu lohani,1,Bindu Lohani,Mr.,Mr. Bindu Lohani,1,,,2,Bindu Lohani|2012|Cop Side Event
Bin Wang,2007,IPCC,2007_IPCC,bin wang,3,Bin Wang,Mr.,Mr. Bin Wang,1,,,2,Bin Wang|2007|IPCC
Bin Wang,2013,IPCC,2013_IPCC,bin wang,3,Bin Wang,Mr.,Mr. Bin Wang,1,,,2,Bin Wang|2013|IPCC
Bin Zhang,2007,IPCC,2007_IPCC,bin zhang,2,Bin Zhang,Mr.,Mr. Bin Zhang,1,,,2,Bin Zhang|2007|IPCC
Bin Zhang,2013,IPCC,2013_IPCC,bin zhang,2,Bin Zhang,Mr.,Mr. Bin Zhang,1,,,2,Bin Zhang|2013|IPCC
Bjãƒâ¶rn-ola Linnãƒâ©r,2009,Cop Side Event,2009_Cop Side Event,bjÃ£Â¶rn-ola linnÃ£Â©r,1,BjÃƒÂ¶rn-Ola LinnÃƒÂ©r,Mr.,Mr. BjÃƒÂ¶rn-Ola LinnÃƒÂ©r,8,,,2,BjÃƒÂ¶rn-Ola LinnÃƒÂ©r|2009|Cop Side Event
Blane Harvey,2009,Cop Side Event,2009_Cop Side Event,blane harvey,2,Blane Harvey,Mr.,Mr. Blane Harvey,9,,,2,Blane Harvey|2009|Cop Side Event
Blane Harvey,2011,Cop Side Event,2011_Cop Side Event,blane harvey,2,Blane Harvey,Mr.,Mr. Blane Harvey,9,,,2,Blane Harvey|2011|Cop Side Event
Bobodo Blaise Sawadogo,2009,Cop Side Event,2009_Cop Side Event,bobodo blaise sawadogo,1,Bobodo Blaise Sawadogo,Mr.,Mr. Bobodo Blaise Sawadogo,1,,,3,Bobodo Blaise Sawadogo|2009|Cop Side Event
Bob Price,2004,Cop Side Event,2004_Cop Side Event,bob price,1,Bob PRICE,Mr.,Mr. Bob PRICE,1,,,2,Bob PRICE|2004|Cop Side Event
Bo Li,2003,SBI,2003_SBI,bo li,2,Bo Li,Mr.,Mr. Bo Li,3,,FCCC-SBI-2003-08,2,Bo Li|2003|SBI
Bo Li,2004,Consultative group of experts,2004_Consultative group of experts,bo li,2,Bo Li,Mr.,Mr. Bo Li,3,,FCCC-SBI-2003-08,2,Bo Li|2004|Consultative group of experts
Bo Lim,2003,SBI,2003_SBI,bo lim,2,Bo Lim,Ms.,Ms. Bo Lim,9,,FCCC-SBI-2003-08,2,Bo Lim|2003|SBI
Bo Lim,2004,Consultative group of experts,2004_Consultative group of experts,bo lim,2,Bo Lim,Ms.,Ms. Bo Lim,9,,FCCC-SBI-2003-08,2,Bo Lim|2004|Consultative group of experts
Bonizella Biagini,2006,Cop Side Event,2006_Cop Side Event,bonizella biagini,2,Bonizella Biagini,Mr.,Mr. Bonizella Biagini,2,,,2,Bonizella Biagini|2006|Cop Side Event
Bonizella Biagini,2012,Cop Side Event,2012_Cop Side Event,bonizella biagini,2,Bonizella Biagini,Mr.,Mr. Bonizella Biagini,2,,,2,Bonizella Biagini|2012|Cop Side Event
Boris Trajanov,2009,Cop Side Event,2009_Cop Side Event,boris trajanov,1,Boris Trajanov,Mr.,Mr. Boris Trajanov,1,,,2,Boris Trajanov|2009|Cop Side Event
Boshigo Matlou,2011,Cop Side Event,2011_Cop Side Event,boshigo matlou,1,Boshigo Matlou,Ms.,Ms. Boshigo Matlou,1,,,2,Boshigo Matlou|2011|Cop Side Event
Brad Page,2012,Cop Side Event,2012_Cop Side Event,brad page,1,Brad Page,Mr.,Mr. Brad Page,3,,,2,Brad Page|2012|Cop Side Event
Brenda Brito Do Carmo,2009,Cop Side Event,2009_Cop Side Event,brenda brito do carmo,1,Brenda Brito do Carmo,Sra.,Sra. Brenda Brito do Carmo,3,,,4,Brenda Brito do Carmo|2009|Cop Side Event
Brent Swallow,2008,Cop Side Event,2008_Cop Side Event,brent swallow,1,Brent Swallow,Mr.,Mr. Brent Swallow,4,,,2,Brent Swallow|2008|Cop Side Event
Brian Challenger,2003,Consultative group of experts,2003_Consultative group of experts,brian challenger,7,Brian CHALLENGER,Mr.,Mr. Brian CHALLENGER,2,,FCCC_SBSTA_2003_15,2,Brian CHALLENGER|2003|Consultative group of experts
Brian Challenger,2003,SBI,2003_SBI,brian challenger,7,Brian CHALLENGER,Mr.,Mr. Brian CHALLENGER,2,,FCCC_SBSTA_2003_15,2,Brian CHALLENGER|2003|SBI
Brian Challenger,2003,SBSTA,2003_SBSTA,brian challenger,7,Brian CHALLENGER,Mr.,Mr. Brian CHALLENGER,2,,FCCC_SBSTA_2003_15,2,Brian CHALLENGER|2003|SBSTA
Brian Challenger,2004,Consultative group of experts,2004_Consultative group of experts,brian challenger,7,Brian CHALLENGER,Mr.,Mr. Brian CHALLENGER,2,,FCCC_SBSTA_2003_15,2,Brian CHALLENGER|2004|Consultative group of experts
Brian Challenger,2004,SBI,2004_SBI,brian challenger,7,Brian CHALLENGER,Mr.,Mr. Brian CHALLENGER,2,,FCCC_SBSTA_2003_15,2,Brian CHALLENGER|2004|SBI
Brian Dawson,2004,Cop Side Event,2004_Cop Side Event,brian dawson,3,Brian Dawson,Mr.,Mr. Brian Dawson,8,,,2,Brian Dawson|2004|Cop Side Event
Brian Dawson,2005,Cop Side Event,2005_Cop Side Event,brian dawson,3,Brian Dawson,Mr.,Mr. Brian Dawson,8,,,2,Brian Dawson|2005|Cop Side Event
Brian Dawson,2006,Cop Side Event,2006_Cop Side Event,brian dawson,3,Brian Dawson,Mr.,Mr. Brian Dawson,8,,,2,Brian Dawson|2006|Cop Side Event
Brian Murray,2010,Cop Side Event,2010_Cop Side Event,brian murray,1,Brian Murray,Mr.,Mr. Brian Murray,4,,,2,Brian Murray|2010|Cop Side Event
Brian Okello,2009,Cop Side Event,2009_Cop Side Event,brian okello,1,Brian Okello,Mr.,Mr. Brian Okello,1,,,2,Brian Okello|2009|Cop Side Event
Brian Yourish,2005,Cop Side Event,2005_Cop Side Event,brian yourish,1,Brian Yourish,Mr.,Mr. Brian Yourish,1,,,2,Brian Yourish|2005|Cop Side Event
Brigitta Huckestein,2012,Cop Side Event,2012_Cop Side Event,brigitta huckestein,1,Brigitta Huckestein,Ms.,Ms. Brigitta Huckestein,1,,,2,Brigitta Huckestein|2012|Cop Side Event
Brigitte Knopf,2008,Cop Side Event,2008_Cop Side Event,brigitte knopf,1,Brigitte Knopf,Ms.,Ms. Brigitte Knopf,3,,,2,Brigitte Knopf|2008|Cop Side Event
Brita Slettemark,2008,Cop Side Event,2008_Cop Side Event,brita slettemark,1,Brita Slettemark,Ms.,Ms. Brita Slettemark,1,,,2,Brita Slettemark|2008|Cop Side Event
Britta Freitag,2006,Cop Side Event,2006_Cop Side Event,britta freitag,1,Britta Freitag,Ms.,Ms. Britta Freitag,1,,,2,Britta Freitag|2006|Cop Side Event
Britta Rennkamp,2012,Cop Side Event,2012_Cop Side Event,britta rennkamp,1,Britta Rennkamp,Ms.,Ms. Britta Rennkamp,2,,,2,Britta Rennkamp|2012|Cop Side Event
Bruce Hewitson,2011,Cop Side Event,2011_Cop Side Event,bruce hewitson,1,Bruce Hewitson,Mr.,Mr. Bruce Hewitson,6,,,2,Bruce Hewitson|2011|Cop Side Event
Bruce Wilson,2009,SBI,2009_SBI,bruce wilson,7,Bruce WILSON,Mr.,Mr. Bruce WILSON,2,,FCCC_SBSTA_2010_13,2,Bruce WILSON|2009|SBI
Bruce Wilson,2009,SBSTA,2009_SBSTA,bruce wilson,7,Bruce WILSON,Mr.,Mr. Bruce WILSON,2,,FCCC_SBSTA_2010_13,2,Bruce WILSON|2009|SBSTA
Bruce Wilson,2010,SBI,2010_SBI,bruce wilson,7,Bruce WILSON,Mr.,Mr. Bruce WILSON,2,,FCCC_SBSTA_2010_13,2,Bruce WILSON|2010|SBI
Bruce Wilson,2010,SBSTA,2010_SBSTA,bruce wilson,7,Bruce WILSON,Mr.,Mr. Bruce WILSON,2,,FCCC_SBSTA_2010_13,2,Bruce WILSON|2010|SBSTA
Bruno Nicostrate,2009,Cop Side Event,2009_Cop Side Event,bruno nicostrate,1,Bruno Nicostrate,Mr.,Mr. Bruno Nicostrate,1,,,2,Bruno Nicostrate|2009|Cop Side Event
Bruno T. Sekoli,2004,Officer of the COP,2004_Officer of the COP,bruno t. sekoli,2,Bruno T. Sekoli,Mr.,Mr. Bruno T. Sekoli,5,,,3,Bruno T. Sekoli|2004|Officer of the COP
Bruno T. Sekoli,2005,Officer of the COP,2005_Officer of the COP,bruno t. sekoli,2,Bruno T. Sekoli,Mr.,Mr. Bruno T. Sekoli,5,,,3,Bruno T. Sekoli|2005|Officer of the COP
Bryan Weigle,2003,Cop Side Event,2003_Cop Side Event,bryan weigle,2,Bryan Weigle,Mr.,Mr. Bryan Weigle,4,,,2,Bryan Weigle|2003|Cop Side Event
Bryan Weigle,2007,Cop Side Event,2007_Cop Side Event,bryan weigle,2,Bryan Weigle,Mr.,Mr. Bryan Weigle,4,,,2,Bryan Weigle|2007|Cop Side Event
Bubu Pateh Jallow,2006,LEG,2006_LEG,bubu pateh jallow,6,Bubu Pateh Jallow,Ms.,Ms. Bubu Pateh Jallow,1,,FCCC-SBI-2006-28,3,Bubu Pateh Jallow|2006|LEG
Bubu Pateh Jallow,2006,SBI,2006_SBI,bubu pateh jallow,6,Bubu Pateh Jallow,Ms.,Ms. Bubu Pateh Jallow,1,,FCCC-SBI-2006-28,3,Bubu Pateh Jallow|2006|SBI
Bubu Pateh Jallow,2007,IPCC,2007_IPCC,bubu pateh jallow,6,Bubu Pateh Jallow,Ms.,Ms. Bubu Pateh Jallow,1,,FCCC-SBI-2006-28,3,Bubu Pateh Jallow|2007|IPCC
Bubu Pateh Jallow,2007,LEG,2007_LEG,bubu pateh jallow,6,Bubu Pateh Jallow,Ms.,Ms. Bubu Pateh Jallow,1,,FCCC-SBI-2006-28,3,Bubu Pateh Jallow|2007|LEG
Buruhani Nyenzi,2008,Cop Side Event,2008_Cop Side Event,buruhani nyenzi,1,Buruhani Nyenzi,Mr.,Mr. Buruhani Nyenzi,5,,,2,Buruhani Nyenzi|2008|Cop Side Event
Bwango Apuuli,2005,Cop Side Event,2005_Cop Side Event,bwango apuuli,1,Bwango Apuuli,Mr.,Mr. Bwango Apuuli,4,,,2,Bwango Apuuli|2005|Cop Side Event
Caio Koch-weser,2011,Cop Side Event,2011_Cop Side Event,caio koch-weser,1,Caio Koch-Weser,Mr.,Mr. Caio Koch-Weser,2,,,2,Caio Koch-Weser|2011|Cop Side Event
Caleb Christopher,2010,Cop Side Event,2010_Cop Side Event,caleb christopher,1,Caleb Christopher,Mr.,Mr. Caleb Christopher,4,,,2,Caleb Christopher|2010|Cop Side Event
Camille Parmesan,2009,Cop Side Event,2009_Cop Side Event,camille parmesan,1,Camille Parmesan,Ms.,Ms. Camille Parmesan,1,,,2,Camille Parmesan|2009|Cop Side Event
Carlo Carraro,2008,Cop Side Event,2008_Cop Side Event,carlo carraro,4,Carlo Carraro,Mr.,Mr. Carlo Carraro,5,,,2,Carlo Carraro|2008|Cop Side Event
Carlo Carraro,2009,Cop Side Event,2009_Cop Side Event,carlo carraro,4,Carlo Carraro,Mr.,Mr. Carlo Carraro,5,,,2,Carlo Carraro|2009|Cop Side Event
Carlo Carraro,2011,Cop Side Event,2011_Cop Side Event,carlo carraro,4,Carlo Carraro,Mr.,Mr. Carlo Carraro,5,,,2,Carlo Carraro|2011|Cop Side Event
Carlo Carraro,2012,Cop Side Event,2012_Cop Side Event,carlo carraro,4,Carlo Carraro,Mr.,Mr. Carlo Carraro,5,,,2,Carlo Carraro|2012|Cop Side Event
Carlos A. Grezzi,2001,SBSTA,2001_SBSTA,carlos a. grezzi,2,Carlos A. GREZZI,Sr.,Sr. Carlos A. GREZZI,1,,FCCC_SBSTA_2001_8,3,Carlos A. GREZZI|2001|SBSTA
Carlos A. Grezzi,2003,SBSTA,2003_SBSTA,carlos a. grezzi,2,Carlos A. GREZZI,Sr.,Sr. Carlos A. GREZZI,1,,FCCC_SBSTA_2001_8,3,Carlos A. GREZZI|2003|SBSTA
Carlos Busquets,2007,Cop Side Event,2007_Cop Side Event,carlos busquets,2,Carlos Busquets,Mr.,Mr. Carlos Busquets,4,,,2,Carlos Busquets|2007|Cop Side Event
Carlos Busquets,2009,Cop Side Event,2009_Cop Side Event,carlos busquets,2,Carlos Busquets,Mr.,Mr. Carlos Busquets,4,,,2,Carlos Busquets|2009|Cop Side Event
Carlos Fuller,2004,SBI,2004_SBI,carlos fuller,30,Carlos Fuller,Mr.,Mr. Carlos Fuller,1,,FCCC_SBSTA_2010_13,2,Carlos Fuller|2004|SBI
Carlos Fuller,2005,Consultative group of experts,2005_Consultative group of experts,carlos fuller,30,Carlos Fuller,Mr.,Mr. Carlos Fuller,1,,FCCC_SBSTA_2010_13,2,Carlos Fuller|2005|Consultative group of experts
Carlos Fuller,2005,SBI,2005_SBI,carlos fuller,30,Carlos Fuller,Mr.,Mr. Carlos Fuller,1,,FCCC_SBSTA_2010_13,2,Carlos Fuller|2005|SBI
Carlos Fuller,2005,SBSTA,2005_SBSTA,carlos fuller,30,Carlos Fuller,Mr.,Mr. Carlos Fuller,1,,FCCC_SBSTA_2010_13,2,Carlos Fuller|2005|SBSTA
Carlos Fuller,2006,Consultative group of experts,2006_Consultative group of experts,carlos fuller,30,Carlos Fuller,Mr.,Mr. Carlos Fuller,1,,FCCC_SBSTA_2010_13,2,Carlos Fuller|2006|Consultative group of experts
Carlos Fuller,2006,SBI,2006_SBI,carlos fuller,30,Carlos Fuller,Mr.,Mr. Carlos Fuller,1,,FCCC_SBSTA_2010_13,2,Carlos Fuller|2006|SBI
Carlos Fuller,2006,SBSTA,2006_SBSTA,carlos fuller,30,Carlos Fuller,Mr.,Mr. Carlos Fuller,1,,FCCC_SBSTA_2010_13,2,Carlos Fuller|2006|SBSTA
Carlos Fuller,2007,Consultative group of experts,2007_Consultative group of experts,carlos fuller,30,Carlos Fuller,Mr.,Mr. Carlos Fuller,1,,FCCC_SBSTA_2010_13,2,Carlos Fuller|2007|Consultative group of experts
Carlos Fuller,2007,SBSTA,2007_SBSTA,carlos fuller,30,Carlos Fuller,Mr.,Mr. Carlos Fuller,1,,FCCC_SBSTA_2010_13,2,Carlos Fuller|2007|SBSTA
Carlos Fuller,2008,SBI,2008_SBI,carlos fuller,30,Carlos Fuller,Mr.,Mr. Carlos Fuller,1,,FCCC_SBSTA_2010_13,2,Carlos Fuller|2008|SBI
Carlos Fuller,2008,SBSTA,2008_SBSTA,carlos fuller,30,Carlos Fuller,Mr.,Mr. Carlos Fuller,1,,FCCC_SBSTA_2010_13,2,Carlos Fuller|2008|SBSTA
Carlos Fuller,2009,SBI,2009_SBI,carlos fuller,30,Carlos Fuller,Mr.,Mr. Carlos Fuller,1,,FCCC_SBSTA_2010_13,2,Carlos Fuller|2009|SBI
Carlos Fuller,2009,SBSTA,2009_SBSTA,carlos fuller,30,Carlos Fuller,Mr.,Mr. Carlos Fuller,1,,FCCC_SBSTA_2010_13,2,Carlos Fuller|2009|SBSTA
Carlos Fuller,2010,SBI,2010_SBI,carlos fuller,30,Carlos Fuller,Mr.,Mr. Carlos Fuller,1,,FCCC_SBSTA_2010_13,2,Carlos Fuller|2010|SBI
Carlos Fuller,2010,SBSTA,2010_SBSTA,carlos fuller,30,Carlos Fuller,Mr.,Mr. Carlos Fuller,1,,FCCC_SBSTA_2010_13,2,Carlos Fuller|2010|SBSTA
Carlos Fuller,2011,SBI,2011_SBI,carlos fuller,30,Carlos Fuller,Mr.,Mr. Carlos Fuller,1,,FCCC_SBSTA_2010_13,2,Carlos Fuller|2011|SBI
Carlos Fuller,2011,SBSTA,2011_SBSTA,carlos fuller,30,Carlos Fuller,Mr.,Mr. Carlos Fuller,1,,FCCC_SBSTA_2010_13,2,Carlos Fuller|2011|SBSTA
Carlos Fuller,2012,SBI,2012_SBI,carlos fuller,30,Carlos Fuller,Mr.,Mr. Carlos Fuller,1,,FCCC_SBSTA_2010_13,2,Carlos Fuller|2012|SBI
Carlos Fuller,2012,SBSTA,2012_SBSTA,carlos fuller,30,Carlos Fuller,Mr.,Mr. Carlos Fuller,1,,FCCC_SBSTA_2010_13,2,Carlos Fuller|2012|SBSTA
Carlos Fuller,2013,SBI,2013_SBI,carlos fuller,30,Carlos Fuller,Mr.,Mr. Carlos Fuller,1,,FCCC_SBSTA_2010_13,2,Carlos Fuller|2013|SBI
Carlos Fuller,2013,SBSTA,2013_SBSTA,carlos fuller,30,Carlos Fuller,Mr.,Mr. Carlos Fuller,1,,FCCC_SBSTA_2010_13,2,Carlos Fuller|2013|SBSTA
Carlos Mansilla,2003,Cop Side Event,2003_Cop Side Event,carlos mansilla,6,Carlos Mansilla,Sr.,Sr. Carlos Mansilla,4,,FCCC-SBI-2010-10,2,Carlos Mansilla|2003|Cop Side Event
Carlos Mansilla,2010,Consultative group of experts,2010_Consultative group of experts,carlos mansilla,6,Carlos Mansilla,Sr.,Sr. Carlos Mansilla,4,,FCCC-SBI-2010-10,2,Carlos Mansilla|2010|Consultative group of experts
Carlos Mansilla,2010,Cop Side Event,2010_Cop Side Event,carlos mansilla,6,Carlos Mansilla,Sr.,Sr. Carlos Mansilla,4,,FCCC-SBI-2010-10,2,Carlos Mansilla|2010|Cop Side Event
Carlos Mansilla,2010,SBI,2010_SBI,carlos mansilla,6,Carlos Mansilla,Sr.,Sr. Carlos Mansilla,4,,FCCC-SBI-2010-10,2,Carlos Mansilla|2010|SBI
Carlos Mansilla,2011,Consultative group of experts,2011_Consultative group of experts,carlos mansilla,6,Carlos Mansilla,Sr.,Sr. Carlos Mansilla,4,,FCCC-SBI-2010-10,2,Carlos Mansilla|2011|Consultative group of experts
Carlos Mansilla,2012,Consultative group of experts,2012_Consultative group of experts,carlos mansilla,6,Carlos Mansilla,Sr.,Sr. Carlos Mansilla,4,,FCCC-SBI-2010-10,2,Carlos Mansilla|2012|Consultative group of experts
Carlos Rene Romero,2012,Cop Side Event,2012_Cop Side Event,carlos rene romero,1,Carlos Rene Romero,Sr.,Sr. Carlos Rene Romero,3,,,3,Carlos Rene Romero|2012|Cop Side Event
Carl Wesselink,2011,Cop Side Event,2011_Cop Side Event,carl wesselink,1,Carl Wesselink,Mr.,Mr. Carl Wesselink,2,,,2,Carl Wesselink|2011|Cop Side Event
Carmen Longa Virasoro,2004,Cop Side Event,2004_Cop Side Event,carmen longa virasoro,1,Carmen Longa VIRASORO,Ms.,Ms. Carmen Longa VIRASORO,2,,,3,Carmen Longa VIRASORO|2004|Cop Side Event
Carmenza Robledo,2006,Cop Side Event,2006_Cop Side Event,carmenza robledo,1,Carmenza Robledo,Ms.,Ms. Carmenza Robledo,4,,,2,Carmenza Robledo|2006|Cop Side Event
Carola Betzold,2011,Cop Side Event,2011_Cop Side Event,carola betzold,1,Carola Betzold,Ms.,Ms. Carola Betzold,1,,,2,Carola Betzold|2011|Cop Side Event
Carol-ann Brown,2005,Cop Side Event,2005_Cop Side Event,carol-ann brown,1,Carol-Ann Brown,Ms.,Ms. Carol-Ann Brown,1,,,2,Carol-Ann Brown|2005|Cop Side Event
Carola Traverso Saibante,2008,Cop Side Event,2008_Cop Side Event,carola traverso saibante,1,Carola Traverso Saibante,Ms.,Ms. Carola Traverso Saibante,4,,,3,Carola Traverso Saibante|2008|Cop Side Event
Carol Brunt,2005,Cop Side Event,2005_Cop Side Event,carol brunt,1,Carol Brunt,Ms.,Ms. Carol Brunt,1,,,2,Carol Brunt|2005|Cop Side Event
Carolina Aguayo,2010,Cop Side Event,2010_Cop Side Event,carolina aguayo,1,Carolina Aguayo,Ms.,Ms. Carolina Aguayo,2,,,2,Carolina Aguayo|2010|Cop Side Event
Caroline Dickson,2006,Consultative group of experts,2006_Consultative group of experts,caroline dickson,4,Caroline Dickson,Ms.,Ms. Caroline Dickson,7,,FCCC-SBI-2006-28,2,Caroline Dickson|2006|Consultative group of experts
Caroline Dickson,2006,SBI,2006_SBI,caroline dickson,4,Caroline Dickson,Ms.,Ms. Caroline Dickson,7,,FCCC-SBI-2006-28,2,Caroline Dickson|2006|SBI
Caroline Dickson,2007,Consultative group of experts,2007_Consultative group of experts,caroline dickson,4,Caroline Dickson,Ms.,Ms. Caroline Dickson,7,,FCCC-SBI-2006-28,2,Caroline Dickson|2007|Consultative group of experts
Caroline Dickson,2012,Cop Side Event,2012_Cop Side Event,caroline dickson,4,Caroline Dickson,Ms.,Ms. Caroline Dickson,7,,FCCC-SBI-2006-28,2,Caroline Dickson|2012|Cop Side Event
Carolin Richter,2010,Cop Side Event,2010_Cop Side Event,carolin richter,2,Carolin Richter,Mr.,Mr. Carolin Richter,1,,,2,Carolin Richter|2010|Cop Side Event
Carolin Richter,2013,IPCC,2013_IPCC,carolin richter,2,Carolin Richter,Mr.,Mr. Carolin Richter,1,,,2,Carolin Richter|2013|IPCC
Carol Turley,2010,Cop Side Event,2010_Cop Side Event,carol turley,1,Carol Turley,Ms.,Ms. Carol Turley,4,,,2,Carol Turley|2010|Cop Side Event
Carolyn Sachs,2011,Cop Side Event,2011_Cop Side Event,carolyn sachs,1,Carolyn Sachs,Ms.,Ms. Carolyn Sachs,1,,,2,Carolyn Sachs|2011|Cop Side Event
Cary Lee Peterson,2011,Cop Side Event,2011_Cop Side Event,cary lee peterson,1,Cary Lee Peterson,Mr.,Mr. Cary Lee Peterson,1,,,3,Cary Lee Peterson|2011|Cop Side Event
Casey Cronin,2012,Cop Side Event,2012_Cop Side Event,casey cronin,1,Casey Cronin,Mr.,Mr. Casey Cronin,1,,,2,Casey Cronin|2012|Cop Side Event
Caspar Ammann,2007,IPCC,2007_IPCC,caspar ammann,1,Caspar AMMANN,Mr.,Mr. Caspar AMMANN,1,,,2,Caspar AMMANN|2007|IPCC
Casper Stenger Jensen,2009,Cop Side Event,2009_Cop Side Event,casper stenger jensen,1,Casper Stenger Jensen,Mr.,Mr. Casper Stenger Jensen,1,,,3,Casper Stenger Jensen|2009|Cop Side Event
Cassam Uteem,2011,Cop Side Event,2011_Cop Side Event,cassam uteem,1,Cassam Uteem,Mr.,Mr. Cassam Uteem,1,,,2,Cassam Uteem|2011|Cop Side Event
Cassie Flynn,2008,Cop Side Event,2008_Cop Side Event,cassie flynn,2,Cassie Flynn,Ms.,Ms. Cassie Flynn,4,,,2,Cassie Flynn|2008|Cop Side Event
Cassie Flynn,2011,Cop Side Event,2011_Cop Side Event,cassie flynn,2,Cassie Flynn,Ms.,Ms. Cassie Flynn,4,,,2,Cassie Flynn|2011|Cop Side Event
Cate Owren,2008,Cop Side Event,2008_Cop Side Event,cate owren,4,Cate Owren,Ms.,Ms. Cate Owren,4,,,2,Cate Owren|2008|Cop Side Event
Cate Owren,2009,Cop Side Event,2009_Cop Side Event,cate owren,4,Cate Owren,Ms.,Ms. Cate Owren,4,,,2,Cate Owren|2009|Cop Side Event
Cate Owren,2010,Cop Side Event,2010_Cop Side Event,cate owren,4,Cate Owren,Ms.,Ms. Cate Owren,4,,,2,Cate Owren|2010|Cop Side Event
Cate Owren,2011,Cop Side Event,2011_Cop Side Event,cate owren,4,Cate Owren,Ms.,Ms. Cate Owren,4,,,2,Cate Owren|2011|Cop Side Event
Catherine Baker,2008,Cop Side Event,2008_Cop Side Event,catherine baker,1,Catherine Baker,Ms.,Ms. Catherine Baker,1,,,2,Catherine Baker|2008|Cop Side Event
Catherine Bannon,2008,Cop Side Event,2008_Cop Side Event,catherine bannon,1,Catherine Bannon,Ms.,Ms. Catherine Bannon,2,,,2,Catherine Bannon|2008|Cop Side Event
Catherine Durbin,2010,Cop Side Event,2010_Cop Side Event,catherine durbin,2,Catherine Durbin,Ms.,Ms. Catherine Durbin,1,,,2,Catherine Durbin|2010|Cop Side Event
Catherine Durbin,2011,Cop Side Event,2011_Cop Side Event,catherine durbin,2,Catherine Durbin,Ms.,Ms. Catherine Durbin,1,,,2,Catherine Durbin|2011|Cop Side Event
Catherine Pearce,2004,Cop Side Event,2004_Cop Side Event,catherine pearce,3,Catherine Pearce,Ms.,Ms. Catherine Pearce,5,,,2,Catherine Pearce|2004|Cop Side Event
Catherine Pearce,2005,Cop Side Event,2005_Cop Side Event,catherine pearce,3,Catherine Pearce,Ms.,Ms. Catherine Pearce,5,,,2,Catherine Pearce|2005|Cop Side Event
Catherine Pearce,2006,Cop Side Event,2006_Cop Side Event,catherine pearce,3,Catherine Pearce,Ms.,Ms. Catherine Pearce,5,,,2,Catherine Pearce|2006|Cop Side Event
Cecile Batungwanayo,2010,Cop Side Event,2010_Cop Side Event,cecile batungwanayo,1,Cecile Batungwanayo,Ms.,Ms. Cecile Batungwanayo,2,,,2,Cecile Batungwanayo|2010|Cop Side Event
Cecilia Lei,2009,SBI,2009_SBI,cecilia lei,1,Cecilia Lei,Ms.,Ms. Cecilia Lei,3,,FCCC-SBI-2009-15,2,Cecilia Lei|2009|SBI
Cecilie Mauritzen,2007,IPCC,2007_IPCC,cecilie mauritzen,4,Cecilie Mauritzen,Ms.,Ms. Cecilie Mauritzen,3,,,2,Cecilie Mauritzen|2007|IPCC
Cecilie Mauritzen,2013,IPCC,2013_IPCC,cecilie mauritzen,4,Cecilie Mauritzen,Ms.,Ms. Cecilie Mauritzen,3,,,2,Cecilie Mauritzen|2013|IPCC
